cust_id	month	amount
0000000012	201706	8171
0000000018	201709	7645
0000000019	201706	5731
0000000019	201704	9842
0000000008	201712	1814
0000000016	201707	2993
0000000017	201710	1868
0000000006	201706	1159
0000000021	201702	1997
0000000009	201709	8588
0000000018	201701	8255
0000000003	201708	4542
0000000008	201712	1152
0000000016	201712	1545
0000000015	201705	4352
0000000017	201712	8875
0000000015	201703	7752
0000000008	201801	1043
0000000004	201803	6296
0000000016	201710	1239
0000000016	201803	2192
0000000018	201802	3652
0000000010	201702	7444
0000000011	201712	3160
0000000011	201705	5555
0000000021	201806	857
0000000014	201711	4122
0000000020	201701	1851
0000000011	201710	2027
0000000002	201710	9361
0000000014	201802	5423
0000000008	201706	4331
0000000019	201805	2528
0000000007	201803	6554
0000000019	201707	6916
0000000020	201703	9189
0000000017	201803	1401
0000000002	201711	7139
0000000015	201712	2569
0000000021	201701	798
0000000021	201706	1421
0000000009	201711	1710
0000000015	201801	3292
0000000003	201706	3351
0000000010	201707	677
0000000012	201708	5108
0000000007	201707	1956
0000000003	201711	8778
0000000002	201703	7132
0000000011	201709	8156
0000000021	201711	4241
0000000011	201711	7496
0000000012	201704	1343
0000000011	201806	5192
0000000010	201710	7494
0000000008	201711	3994
0000000007	201702	2190
0000000010	201804	1856
0000000017	201703	7591
0000000014	201702	3100
0000000009	201806	1093
0000000005	201804	5985
0000000013	201702	4704
0000000007	201705	7417
0000000004	201804	9362
0000000006	201711	5940
0000000020	201803	9071
0000000012	201704	2926
0000000004	201708	9652
0000000012	201802	5341
0000000017	201801	4974
0000000015	201706	9033
0000000004	201711	1856
0000000013	201701	3241
0000000013	201803	3011
0000000003	201802	8957
0000000014	201710	7071
0000000014	201711	6535
0000000019	201711	7743
0000000010	201702	5964
0000000014	201803	9445
0000000016	201701	741
0000000008	201710	4386
0000000004	201708	792
0000000017	201712	3583
0000000002	201710	2117
0000000014	201704	6927
0000000002	201705	8677
0000000009	201702	9652
0000000014	201711	384
0000000009	201804	5440
0000000005	201708	3587
0000000016	201805	8311
0000000011	201702	5610
0000000020	201706	9558
0000000005	201704	3488
0000000015	201711	4066
0000000007	201711	554
0000000008	201805	396
0000000008	201806	9058
0000000002	201704	8824
0000000008	201711	6004
0000000008	201805	2202
0000000010	201701	344
0000000010	201806	3465
0000000019	201712	645
0000000002	201708	5718
0000000020	201805	5142
0000000020	201705	1772
0000000008	201706	7062
0000000019	201802	8157
0000000005	201708	8992
0000000016	201803	3366
0000000019	201712	1558
0000000016	201707	203
0000000007	201803	5545
0000000008	201711	5909
0000000015	201709	2021
0000000003	201711	9774
0000000020	201702	1467
0000000017	201702	7685
0000000010	201801	5289
0000000006	201704	5279
0000000018	201712	5318
0000000002	201803	8750
0000000012	201802	4277
0000000019	201704	2232
0000000009	201702	6825
0000000002	201708	2873
0000000017	201703	1984
0000000013	201804	3220
0000000005	201710	9189
0000000004	201806	2176
0000000012	201802	1361
0000000016	201704	4246
0000000012	201702	6057
0000000012	201804	4920
0000000010	201705	371
0000000012	201801	8627
0000000008	201710	2864
0000000014	201707	8538
0000000016	201701	6534
0000000009	201703	6988
0000000010	201801	8300
0000000003	201704	6000
0000000017	201706	9996
0000000002	201801	7477
0000000016	201711	3513
0000000013	201706	5458
0000000004	201708	2694
0000000012	201708	61
0000000010	201806	8749
0000000018	201701	9334
0000000004	201710	642
0000000011	201705	8438
0000000010	201705	3106
0000000020	201708	8921
0000000009	201702	8596
0000000007	201804	633
0000000012	201709	2881
0000000019	201712	5462
0000000021	201708	724
0000000010	201702	9317
0000000002	201806	7489
0000000017	201804	6747
0000000002	201707	5641
0000000013	201702	3055
0000000007	201707	222
0000000018	201701	1213
0000000015	201801	6373
0000000013	201709	2540
0000000005	201706	5780
0000000016	201708	5356
0000000015	201805	2535
0000000005	201706	4781
0000000007	201804	9013
0000000013	201803	7683
0000000017	201705	3369
0000000011	201707	8802
0000000007	201806	9033
0000000014	201803	9998
0000000015	201712	543
0000000010	201803	5898
0000000011	201707	1275
0000000004	201706	7833
0000000016	201805	6343
0000000017	201711	2695
0000000013	201801	7302
0000000014	201801	3742
0000000009	201705	3923
0000000011	201704	6135
0000000009	201702	5154
0000000021	201708	4102
0000000021	201704	6459
0000000003	201712	2698
0000000012	201705	7188
