transid	date	cust_id	POS_id	trans_type	amount
20180518000180008	18-05-2018	0000000001	M0008	3	709
20170722000000009	22-07-2017	0000000008	M0009	0	936
20180602000120002	02-06-2018	0000000001	M0002	0	155
20180428000070019	28-04-2018	0000000016	F0019	6	556
20180108000030014	08-01-2018	0000000004	F0014	5	419
20180214000060002	14-02-2018	0000000018	F0002	5	89
20171221000100018	21-12-2017	0000000001	F0018	5	535
20180606000120011	06-06-2018	0000000009	F0011	5	242
20170813000110014	13-08-2017	0000000009	M0014	0	317
20171115000190016	15-11-2017	0000000008	M0016	1	319
20170803000090005	03-08-2017	0000000002	M0005	2	462
20171102000020003	02-11-2017	0000000005	M0003	2	722
20180526000120000	26-05-2018	0000000001	M0000	1	712
20171012000110009	12-10-2017	0000000016	M0009	0	871
20171101000080017	01-11-2017	0000000015	F0017	6	856
20171011000170009	11-10-2017	0000000019	M0009	0	983
20171002000160008	02-10-2017	0000000007	F0008	5	963
20180430000130001	30-04-2018	0000000001	M0001	0	391
20171212000060010	12-12-2017	0000000000	F0010	4	541
20180602000080008	02-06-2018	0000000007	M0008	2	811
20170727000110004	27-07-2017	0000000014	F0004	5	898
20171222000110002	22-12-2017	0000000017	M0002	0	320
20170908000140009	08-09-2017	0000000011	M0009	3	197
20170819000130014	19-08-2017	0000000006	F0014	4	780
20171022000050005	22-10-2017	0000000002	M0005	3	735
20180516000100014	16-05-2018	0000000012	M0014	3	792
20170715000170002	15-07-2017	0000000007	M0002	0	292
20171108000000005	08-11-2017	0000000003	F0005	4	718
20170727000140015	27-07-2017	0000000006	F0015	4	715
20180502000020005	02-05-2018	0000000019	F0005	6	854
20171125000110012	25-11-2017	0000000007	M0012	0	6
20180210000020016	10-02-2018	0000000014	M0016	3	456
20170810000110013	10-08-2017	0000000017	M0013	2	376
20180621000020009	21-06-2018	0000000014	M0009	2	369
20170728000180018	28-07-2017	0000000002	M0018	1	494
20180413000140004	13-04-2018	0000000004	M0004	1	936
20180122000180002	22-01-2018	0000000015	F0002	4	194
20171028000190000	28-10-2017	0000000013	M0000	2	761
20180119000040012	19-01-2018	0000000012	F0012	4	895
20180219000180007	19-02-2018	0000000010	M0007	3	580
20180224000170002	24-02-2018	0000000001	M0002	1	161
20171124000120013	24-11-2017	0000000016	F0013	6	933
20170829000010001	29-08-2017	0000000010	F0001	4	126
20180329000030013	29-03-2018	0000000019	M0013	3	341
20171123000150015	23-11-2017	0000000016	M0015	2	860
20180225000170016	25-02-2018	0000000001	F0016	6	392
20170801000170015	01-08-2017	0000000007	F0015	6	300
20180423000120003	23-04-2018	0000000005	M0003	0	729
20170821000030003	21-08-2017	0000000002	M0003	2	126
20180208000110011	08-02-2018	0000000009	F0011	5	829
20171204000160006	04-12-2017	0000000002	M0006	1	3
20180423000070014	23-04-2018	0000000006	M0014	3	829
20180228000010003	28-02-2018	0000000010	M0003	1	403
20171204000160009	04-12-2017	0000000017	M0009	3	255
20171020000010004	20-10-2017	0000000018	F0004	4	72
20180107000120001	07-01-2018	0000000010	M0001	0	892
20171222000090000	22-12-2017	0000000016	F0000	4	882
20171205000040012	05-12-2017	0000000017	F0012	4	19
20171128000110003	28-11-2017	0000000005	F0003	5	702
20170805000090006	05-08-2017	0000000005	M0006	3	961
20170722000080000	22-07-2017	0000000009	M0000	3	580
20180526000190008	26-05-2018	0000000004	M0008	2	221
20170725000000004	25-07-2017	0000000016	M0004	3	407
20180127000150015	27-01-2018	0000000014	F0015	4	190
20180609000080002	09-06-2018	0000000007	F0002	6	634
20170801000070000	01-08-2017	0000000005	M0000	0	753
20171123000160002	23-11-2017	0000000011	F0002	6	329
20180103000100011	03-01-2018	0000000000	M0011	2	595
20171231000180012	31-12-2017	0000000015	F0012	5	609
20180101000020012	01-01-2018	0000000011	M0012	2	959
20171106000040003	06-11-2017	0000000008	F0003	4	260
20170903000060018	03-09-2017	0000000013	F0018	6	780
20180322000030014	22-03-2018	0000000006	M0014	1	536
20180129000060013	29-01-2018	0000000014	M0013	2	833
20180221000050000	21-02-2018	0000000016	M0000	2	850
20170713000050010	13-07-2017	0000000015	M0010	3	158
20171221000050010	21-12-2017	0000000016	F0010	6	289
20171110000110007	10-11-2017	0000000012	F0007	6	869
20180608000010004	08-06-2018	0000000008	F0004	6	247
20180211000190010	11-02-2018	0000000014	F0010	5	592
20171101000190006	01-11-2017	0000000006	M0006	1	714
20180416000010009	16-04-2018	0000000005	M0009	0	846
20170723000070013	23-07-2017	0000000013	M0013	2	404
20180617000160003	17-06-2018	0000000011	F0003	6	766
20170924000170011	24-09-2017	0000000000	F0011	6	514
20180212000180003	12-02-2018	0000000007	F0003	4	868
20180106000060004	06-01-2018	0000000001	M0004	0	321
20180519000170000	19-05-2018	0000000014	M0000	1	435
20170730000040018	30-07-2017	0000000013	M0018	0	177
20171204000040015	04-12-2017	0000000000	M0015	3	783
20171126000190009	26-11-2017	0000000008	M0009	3	581
20180224000050015	24-02-2018	0000000005	M0015	1	463
20170720000010015	20-07-2017	0000000012	M0015	2	220
20180509000030002	09-05-2018	0000000007	M0002	3	614
20180616000100005	16-06-2018	0000000001	M0005	1	718
20180331000030015	31-03-2018	0000000011	M0015	2	620
20180201000190001	01-02-2018	0000000004	F0001	4	236
20180619000170009	19-06-2018	0000000006	M0009	0	784
20171001000100015	01-10-2017	0000000003	F0015	5	218
20171117000080017	17-11-2017	0000000005	F0017	6	952
20180419000070012	19-04-2018	0000000012	M0012	2	499
20170930000060019	30-09-2017	0000000019	M0019	1	317
20171231000170011	31-12-2017	0000000019	M0011	1	448
20180415000020013	15-04-2018	0000000010	F0013	4	297
20170704000090001	04-07-2017	0000000000	M0001	1	213
20180418000110005	18-04-2018	0000000007	M0005	0	140
20180101000160009	01-01-2018	0000000019	M0009	1	970
20170922000010018	22-09-2017	0000000016	M0018	0	226
20170828000000004	28-08-2017	0000000005	F0004	4	940
20171203000090006	03-12-2017	0000000009	M0006	3	321
20170919000000005	19-09-2017	0000000002	M0005	0	74
20180302000120012	02-03-2018	0000000005	M0012	1	33
20171122000030017	22-11-2017	0000000001	F0017	6	300
20171016000080011	16-10-2017	0000000012	F0011	5	81
20171103000050010	03-11-2017	0000000010	F0010	5	347
20171128000020001	28-11-2017	0000000018	F0001	6	116
20170729000030016	29-07-2017	0000000006	M0016	3	390
20171219000040003	19-12-2017	0000000013	F0003	6	228
20170701000180007	01-07-2017	0000000012	F0007	6	846
20180111000000007	11-01-2018	0000000006	M0007	2	796
20180325000130002	25-03-2018	0000000008	M0002	3	591
20180407000010010	07-04-2018	0000000004	F0010	4	570
20171213000130010	13-12-2017	0000000001	F0010	6	903
20171026000100017	26-10-2017	0000000003	M0017	2	805
20180419000020000	19-04-2018	0000000001	F0000	4	824
20180401000090012	01-04-2018	0000000006	M0012	1	943
20180505000140006	05-05-2018	0000000006	M0006	2	952
20170923000190017	23-09-2017	0000000001	F0017	5	828
20180406000010001	06-04-2018	0000000005	F0001	4	993
20180212000110015	12-02-2018	0000000012	M0015	1	841
20180105000040016	05-01-2018	0000000005	F0016	4	178
20180207000140001	07-02-2018	0000000019	F0001	6	802
20180116000090004	16-01-2018	0000000007	M0004	0	767
20180218000040017	18-02-2018	0000000001	M0017	0	593
20171122000040005	22-11-2017	0000000008	M0005	0	471
20180619000110005	19-06-2018	0000000012	F0005	5	281
20170707000090013	07-07-2017	0000000007	M0013	0	705
20180111000110003	11-01-2018	0000000001	F0003	4	936
20180409000120001	09-04-2018	0000000018	F0001	4	212
20180620000030016	20-06-2018	0000000018	M0016	1	185
20170920000020005	20-09-2017	0000000008	F0005	4	778
20170828000010013	28-08-2017	0000000004	F0013	6	193
20170713000000013	13-07-2017	0000000012	M0013	3	742
20180430000130019	30-04-2018	0000000015	F0019	6	859
20180410000000006	10-04-2018	0000000014	M0006	3	701
20171015000020004	15-10-2017	0000000016	M0004	3	794
20170910000050010	10-09-2017	0000000008	F0010	6	975
20170929000020014	29-09-2017	0000000012	M0014	2	365
20170925000070019	25-09-2017	0000000017	M0019	0	364
20180512000060002	12-05-2018	0000000019	M0002	1	295
20171228000040008	28-12-2017	0000000017	F0008	4	791
20180616000140010	16-06-2018	0000000001	M0010	0	786
20171212000180008	12-12-2017	0000000001	M0008	1	711
20180102000180004	02-01-2018	0000000015	M0004	1	247
20171002000050001	02-10-2017	0000000017	M0001	0	988
20180420000140005	20-04-2018	0000000002	F0005	4	903
20170723000160009	23-07-2017	0000000000	M0009	2	745
20170730000070005	30-07-2017	0000000019	M0005	2	675
20170705000120019	05-07-2017	0000000005	F0019	5	506
20171207000080019	07-12-2017	0000000001	F0019	6	601
20180103000110012	03-01-2018	0000000001	M0012	1	866
20170716000080015	16-07-2017	0000000016	F0015	6	11
20171102000110001	02-11-2017	0000000013	M0001	1	440
20171010000170015	10-10-2017	0000000002	M0015	2	227
20180622000110018	22-06-2018	0000000015	M0018	2	802
20180311000060006	11-03-2018	0000000012	F0006	6	888
20171125000120009	25-11-2017	0000000005	M0009	2	657
20180626000020017	26-06-2018	0000000016	F0017	4	811
20180424000160012	24-04-2018	0000000008	M0012	0	434
20180319000000004	19-03-2018	0000000005	M0004	1	792
20180220000040005	20-02-2018	0000000013	F0005	6	682
20171104000150004	04-11-2017	0000000001	M0004	1	346
20170801000030004	01-08-2017	0000000013	M0004	2	25
20180613000070012	13-06-2018	0000000007	M0012	0	315
20170905000140011	05-09-2017	0000000014	M0011	2	991
20171106000050019	06-11-2017	0000000014	M0019	3	399
20180627000060017	27-06-2018	0000000005	F0017	5	859
20180609000030008	09-06-2018	0000000002	F0008	6	115
20180213000100004	13-02-2018	0000000006	M0004	0	496
20180329000080010	29-03-2018	0000000003	F0010	4	933
20170909000080007	09-09-2017	0000000004	F0007	4	393
20180321000080003	21-03-2018	0000000006	M0003	0	132
20180208000190017	08-02-2018	0000000006	M0017	0	428
20180107000050015	07-01-2018	0000000019	M0015	0	686
20170928000160015	28-09-2017	0000000012	M0015	1	244
20170821000190014	21-08-2017	0000000000	M0014	3	259
20170814000140001	14-08-2017	0000000008	M0001	0	493
20170904000060018	04-09-2017	0000000005	F0018	4	832
20170818000040013	18-08-2017	0000000002	M0013	1	780
20180108000040016	08-01-2018	0000000011	M0016	0	418
20180228000020017	28-02-2018	0000000002	F0017	6	16
20171126000080010	26-11-2017	0000000016	F0010	6	788
20170805000160014	05-08-2017	0000000008	M0014	1	462
20180416000190000	16-04-2018	0000000015	M0000	1	242
20171010000030001	10-10-2017	0000000005	F0001	5	826
20171214000030001	14-12-2017	0000000016	M0001	0	339
20180116000150008	16-01-2018	0000000019	F0008	5	44
20180325000070003	25-03-2018	0000000016	M0003	0	398
20170811000050017	11-08-2017	0000000007	F0017	4	395
20180112000010018	12-01-2018	0000000016	M0018	2	90
20171119000020019	19-11-2017	0000000009	M0019	0	446
20180420000070015	20-04-2018	0000000012	M0015	2	409
20171223000070003	23-12-2017	0000000013	M0003	2	39
20171101000070018	01-11-2017	0000000017	M0018	3	920
20180405000060011	05-04-2018	0000000018	F0011	6	19
20180625000140016	25-06-2018	0000000011	F0016	6	157
20180325000030015	25-03-2018	0000000018	F0015	5	19
20180508000120013	08-05-2018	0000000002	F0013	6	204
20180420000020006	20-04-2018	0000000011	M0006	0	247
20170814000080012	14-08-2017	0000000015	M0012	1	404
20171219000050013	19-12-2017	0000000008	F0013	6	63
20180128000080002	28-01-2018	0000000019	F0002	5	727
20171206000060004	06-12-2017	0000000004	M0004	2	891
20171115000180006	15-11-2017	0000000014	F0006	4	540
20180410000100014	10-04-2018	0000000001	M0014	3	433
20180613000040012	13-06-2018	0000000009	M0012	0	771
20180406000000008	06-04-2018	0000000017	F0008	4	247
20170803000050014	03-08-2017	0000000000	M0014	3	813
20180307000010018	07-03-2018	0000000016	M0018	3	915
20180416000090000	16-04-2018	0000000003	F0000	6	402
20180508000150019	08-05-2018	0000000004	M0019	3	260
20180426000080015	26-04-2018	0000000014	F0015	6	14
20180515000180017	15-05-2018	0000000015	M0017	2	52
20180108000010006	08-01-2018	0000000017	F0006	4	385
20170905000100015	05-09-2017	0000000017	M0015	3	488
20180622000010012	22-06-2018	0000000016	M0012	0	798
20180527000060008	27-05-2018	0000000005	M0008	2	632
20180112000000014	12-01-2018	0000000001	F0014	4	877
20180624000160004	24-06-2018	0000000008	F0004	5	219
20180305000140014	05-03-2018	0000000019	F0014	6	632
20171130000070011	30-11-2017	0000000003	M0011	0	424
20171226000190008	26-12-2017	0000000017	F0008	6	924
20170807000020011	07-08-2017	0000000009	M0011	0	108
20180212000100015	12-02-2018	0000000014	F0015	4	57
20180121000150016	21-01-2018	0000000016	M0016	2	755
20170904000070019	04-09-2017	0000000001	F0019	6	221
20170815000180007	15-08-2017	0000000015	F0007	5	685
20170901000050005	01-09-2017	0000000006	F0005	4	554
20170915000010018	15-09-2017	0000000004	F0018	5	847
20180527000110006	27-05-2018	0000000008	F0006	4	274
20180501000020001	01-05-2018	0000000001	F0001	6	471
20170824000130018	24-08-2017	0000000006	F0018	6	867
20171027000000008	27-10-2017	0000000000	F0008	6	691
20171103000030010	03-11-2017	0000000000	F0010	6	51
20180513000090007	13-05-2018	0000000019	F0007	4	851
20180212000130019	12-02-2018	0000000002	M0019	3	645
20180402000110009	02-04-2018	0000000016	M0009	3	861
20170723000060004	23-07-2017	0000000002	M0004	0	488
20180318000020014	18-03-2018	0000000011	M0014	2	209
20180429000030016	29-04-2018	0000000019	M0016	3	715
20170826000130007	26-08-2017	0000000018	F0007	6	36
20180103000100000	03-01-2018	0000000011	M0000	2	669
20180609000170009	09-06-2018	0000000019	M0009	0	754
20171115000110000	15-11-2017	0000000011	F0000	6	300
20180407000070019	07-04-2018	0000000018	F0019	6	232
20171116000130019	16-11-2017	0000000007	F0019	6	491
20171026000100005	26-10-2017	0000000018	M0005	1	380
20171214000140006	14-12-2017	0000000012	F0006	6	876
20170823000070007	23-08-2017	0000000002	F0007	4	848
20171105000010010	05-11-2017	0000000014	M0010	0	938
20171111000180009	11-11-2017	0000000002	F0009	5	807
20180602000160005	02-06-2018	0000000019	M0005	1	787
20170714000100007	14-07-2017	0000000012	F0007	4	228
20180603000020014	03-06-2018	0000000014	M0014	3	297
20180111000100019	11-01-2018	0000000019	F0019	6	810
20170817000080000	17-08-2017	0000000017	F0000	5	707
20180215000040009	15-02-2018	0000000000	F0009	5	752
20180610000100004	10-06-2018	0000000019	M0004	2	839
20171028000070012	28-10-2017	0000000008	F0012	5	475
20180622000180000	22-06-2018	0000000019	M0000	1	216
20170919000050001	19-09-2017	0000000019	M0001	0	855
20180105000120003	05-01-2018	0000000003	F0003	5	210
20180312000070010	12-03-2018	0000000004	F0010	4	542
20170907000180010	07-09-2017	0000000013	M0010	0	368
20180530000070011	30-05-2018	0000000016	M0011	3	149
20180131000040016	31-01-2018	0000000017	M0016	2	212
20180625000110019	25-06-2018	0000000014	M0019	2	121
20171130000030018	30-11-2017	0000000004	F0018	6	975
20180502000130016	02-05-2018	0000000001	M0016	3	522
20170903000020003	03-09-2017	0000000009	F0003	4	814
20180517000070010	17-05-2018	0000000006	M0010	2	975
20180420000010011	20-04-2018	0000000009	M0011	0	140
20171126000090002	26-11-2017	0000000009	F0002	5	71
20170811000160015	11-08-2017	0000000013	F0015	4	688
20180112000130014	12-01-2018	0000000019	M0014	3	269
20171230000140008	30-12-2017	0000000019	M0008	1	79
20180602000030013	02-06-2018	0000000012	M0013	1	437
20180417000150015	17-04-2018	0000000010	M0015	2	628
20180305000030000	05-03-2018	0000000000	M0000	3	234
20171204000010018	04-12-2017	0000000018	F0018	5	292
20180521000180016	21-05-2018	0000000002	M0016	2	857
20171026000060011	26-10-2017	0000000002	M0011	3	744
20170710000040002	10-07-2017	0000000014	F0002	6	971
20171119000170016	19-11-2017	0000000019	F0016	4	102
20170712000050007	12-07-2017	0000000005	M0007	0	192
20170824000040011	24-08-2017	0000000016	F0011	4	566
20170912000130016	12-09-2017	0000000009	M0016	1	621
20171127000020012	27-11-2017	0000000014	F0012	6	798
20180313000070004	13-03-2018	0000000008	M0004	0	680
20180221000000008	21-02-2018	0000000001	F0008	5	864
20180514000170010	14-05-2018	0000000000	M0010	3	170
20170805000110013	05-08-2017	0000000013	M0013	1	65
20171127000030000	27-11-2017	0000000012	F0000	4	97
20180524000160007	24-05-2018	0000000007	M0007	1	220
20180506000000005	06-05-2018	0000000007	M0005	0	949
20170810000120000	10-08-2017	0000000001	F0000	4	317
20180322000020005	22-03-2018	0000000013	M0005	1	203
20180428000130015	28-04-2018	0000000011	M0015	2	234
20170726000130004	26-07-2017	0000000012	M0004	2	542
20171202000070015	02-12-2017	0000000016	F0015	4	73
20180220000060013	20-02-2018	0000000016	F0013	5	915
20171117000090018	17-11-2017	0000000004	F0018	6	16
20180429000000011	29-04-2018	0000000013	M0011	0	322
20171222000120012	22-12-2017	0000000005	F0012	4	259
20171201000000019	01-12-2017	0000000007	F0019	6	954
20171225000190007	25-12-2017	0000000005	M0007	3	254
20171020000110017	20-10-2017	0000000005	M0017	1	770
20180214000020005	14-02-2018	0000000012	F0005	5	223
20171231000040018	31-12-2017	0000000019	F0018	5	865
20180607000110018	07-06-2018	0000000000	M0018	3	285
20171117000130004	17-11-2017	0000000017	M0004	3	928
20180609000150000	09-06-2018	0000000019	M0000	1	449
20180506000140013	06-05-2018	0000000014	M0013	3	384
20180218000040004	18-02-2018	0000000001	M0004	2	881
20180629000150001	29-06-2018	0000000001	M0001	1	632
20170903000070006	03-09-2017	0000000015	F0006	4	738
20171023000040004	23-10-2017	0000000014	F0004	6	966
20180623000020019	23-06-2018	0000000017	M0019	2	996
20170806000090005	06-08-2017	0000000016	M0005	2	191
20171006000080007	06-10-2017	0000000001	F0007	4	598
20171022000120017	22-10-2017	0000000005	M0017	1	246
20180418000030016	18-04-2018	0000000019	M0016	3	639
20180313000130010	13-03-2018	0000000001	F0010	5	277
20180215000070017	15-02-2018	0000000005	M0017	2	895
20180606000000017	06-06-2018	0000000012	M0017	1	405
20170727000190012	27-07-2017	0000000010	F0012	5	624
20171009000060001	09-10-2017	0000000000	F0001	4	946
20171212000110019	12-12-2017	0000000003	F0019	4	201
20180221000160007	21-02-2018	0000000013	F0007	4	875
20180329000060007	29-03-2018	0000000008	M0007	0	306
20170926000090000	26-09-2017	0000000010	F0000	5	765
20180215000130019	15-02-2018	0000000001	F0019	4	340
20171109000110009	09-11-2017	0000000018	F0009	4	114
20180215000140002	15-02-2018	0000000000	M0002	2	750
20180623000130004	23-06-2018	0000000013	M0004	2	150
20180218000120003	18-02-2018	0000000007	M0003	2	475
20180316000180001	16-03-2018	0000000003	M0001	2	9
20180608000120009	08-06-2018	0000000014	M0009	3	658
20180317000140003	17-03-2018	0000000015	F0003	4	783
20180116000100018	16-01-2018	0000000004	M0018	3	452
20180314000140012	14-03-2018	0000000005	F0012	4	461
20180620000110006	20-06-2018	0000000016	M0006	1	161
20180626000190014	26-06-2018	0000000009	M0014	2	864
20180401000020009	01-04-2018	0000000002	M0009	0	548
20170809000080017	09-08-2017	0000000002	F0017	6	479
20171217000110018	17-12-2017	0000000012	M0018	1	312
20171207000070008	07-12-2017	0000000006	M0008	2	372
20171221000060002	21-12-2017	0000000011	F0002	6	831
20180123000070007	23-01-2018	0000000004	M0007	3	424
20171009000010012	09-10-2017	0000000006	M0012	2	633
20180223000030009	23-02-2018	0000000015	F0009	5	359
20170804000010013	04-08-2017	0000000017	M0013	1	490
20180606000120006	06-06-2018	0000000019	F0006	5	208
20180327000060015	27-03-2018	0000000011	M0015	0	884
20180205000190017	05-02-2018	0000000001	F0017	4	486
20171218000050005	18-12-2017	0000000017	M0005	1	614
20171028000170007	28-10-2017	0000000011	F0007	6	727
20180620000100016	20-06-2018	0000000011	F0016	5	960
20180608000030006	08-06-2018	0000000015	M0006	1	952
20180601000100019	01-06-2018	0000000007	F0019	4	387
20170919000130013	19-09-2017	0000000001	M0013	2	327
20180617000100008	17-06-2018	0000000002	F0008	4	263
20170804000020007	04-08-2017	0000000016	F0007	5	302
20170806000160009	06-08-2017	0000000004	M0009	1	1001
20171202000140000	02-12-2017	0000000001	M0000	2	297
20171024000000011	24-10-2017	0000000000	M0011	0	995
20170705000060000	05-07-2017	0000000014	M0000	1	996
20180313000010014	13-03-2018	0000000002	M0014	0	889
20180205000010017	05-02-2018	0000000010	M0017	3	364
20180507000110012	07-05-2018	0000000009	M0012	1	896
20180104000130007	04-01-2018	0000000006	M0007	2	371
20171008000120015	08-10-2017	0000000005	F0015	4	579
20180416000010006	16-04-2018	0000000008	F0006	5	9
20180626000010008	26-06-2018	0000000002	M0008	0	709
20170715000060012	15-07-2017	0000000017	M0012	1	208
20170822000100012	22-08-2017	0000000008	M0012	3	233
20180624000120017	24-06-2018	0000000019	F0017	4	403
20170720000190003	20-07-2017	0000000001	M0003	0	647
20180510000120003	10-05-2018	0000000005	F0003	4	45
20180224000170013	24-02-2018	0000000004	M0013	0	385
20180423000070016	23-04-2018	0000000006	M0016	1	289
20180518000180002	18-05-2018	0000000005	M0002	0	105
20171102000190010	02-11-2017	0000000018	M0010	3	92
20170706000180005	06-07-2017	0000000012	F0005	4	481
20170929000160011	29-09-2017	0000000004	F0011	4	3
20180325000190015	25-03-2018	0000000005	M0015	1	664
20171222000150006	22-12-2017	0000000006	M0006	0	788
20171008000170005	08-10-2017	0000000011	M0005	1	420
20180422000070014	22-04-2018	0000000001	F0014	4	904
20171214000080008	14-12-2017	0000000012	F0008	4	200
20180615000130018	15-06-2018	0000000010	F0018	4	1000
20170804000090011	04-08-2017	0000000004	M0011	2	104
20180623000130018	23-06-2018	0000000008	M0018	0	442
20180301000190015	01-03-2018	0000000019	M0015	3	804
20171026000170012	26-10-2017	0000000004	M0012	3	553
20171018000010018	18-10-2017	0000000005	F0018	4	988
20180219000070012	19-02-2018	0000000013	F0012	5	355
20180329000010005	29-03-2018	0000000005	F0005	4	222
20170703000090016	03-07-2017	0000000001	M0016	1	970
20171210000020014	10-12-2017	0000000014	F0014	6	181
20171004000180001	04-10-2017	0000000019	F0001	6	312
20171123000190019	23-11-2017	0000000009	M0019	3	120
20171231000090004	31-12-2017	0000000011	M0004	3	548
20180222000090003	22-02-2018	0000000006	M0003	0	713
20171125000180015	25-11-2017	0000000003	M0015	3	167
20180112000030012	12-01-2018	0000000016	M0012	2	682
20180307000060002	07-03-2018	0000000005	M0002	3	921
20171101000140016	01-11-2017	0000000014	M0016	1	790
20170920000030007	20-09-2017	0000000010	F0007	5	561
20180321000110004	21-03-2018	0000000002	M0004	2	528
20180217000140002	17-02-2018	0000000017	M0002	2	301
20171010000130019	10-10-2017	0000000009	M0019	1	28
20170730000000003	30-07-2017	0000000009	M0003	2	430
20180418000100011	18-04-2018	0000000015	M0011	2	857
20180515000190016	15-05-2018	0000000008	F0016	4	350
20180516000080002	16-05-2018	0000000009	M0002	2	129
20180601000010011	01-06-2018	0000000009	F0011	5	350
20170703000150018	03-07-2017	0000000017	F0018	4	814
20170916000070011	16-09-2017	0000000018	F0011	5	916
20180529000030017	29-05-2018	0000000015	F0017	6	941
20180606000180017	06-06-2018	0000000009	F0017	6	408
20171024000050000	24-10-2017	0000000016	M0000	3	211
20180116000090010	16-01-2018	0000000007	M0010	2	380
20170719000060009	19-07-2017	0000000002	M0009	2	976
20170701000050019	01-07-2017	0000000010	F0019	6	428
20180418000000003	18-04-2018	0000000009	M0003	3	481
20171124000180002	24-11-2017	0000000011	M0002	0	970
20170830000180017	30-08-2017	0000000017	M0017	3	901
20171115000190016	15-11-2017	0000000003	M0016	2	758
20171106000070007	06-11-2017	0000000019	M0007	0	777
20180428000040001	28-04-2018	0000000005	F0001	6	17
20170917000090019	17-09-2017	0000000016	M0019	0	445
20171004000020000	04-10-2017	0000000008	M0000	1	740
20171031000120004	31-10-2017	0000000008	F0004	4	284
20170924000020019	24-09-2017	0000000014	F0019	5	490
20180511000060001	11-05-2018	0000000017	F0001	4	64
20171102000120017	02-11-2017	0000000005	M0017	1	85
20180419000010000	19-04-2018	0000000005	M0000	0	167
20170925000010012	25-09-2017	0000000016	F0012	4	698
20180415000090002	15-04-2018	0000000017	F0002	5	840
20171126000090016	26-11-2017	0000000006	F0016	6	365
20171203000020012	03-12-2017	0000000019	F0012	6	643
20170818000180018	18-08-2017	0000000010	F0018	6	412
20180306000060010	06-03-2018	0000000008	F0010	4	809
20171010000040013	10-10-2017	0000000007	F0013	5	366
20180302000030015	02-03-2018	0000000013	M0015	0	542
20170720000080014	20-07-2017	0000000005	F0014	6	851
20180317000000018	17-03-2018	0000000003	M0018	1	867
20171129000150008	29-11-2017	0000000006	M0008	0	723
20180411000050013	11-04-2018	0000000001	F0013	4	996
20170901000010008	01-09-2017	0000000005	M0008	1	106
20180504000190000	04-05-2018	0000000009	M0000	2	909
20180407000180014	07-04-2018	0000000007	F0014	4	537
20171203000190016	03-12-2017	0000000003	F0016	5	824
20180227000130011	27-02-2018	0000000015	M0011	2	148
20170923000080003	23-09-2017	0000000005	M0003	2	913
20171020000020001	20-10-2017	0000000006	M0001	1	776
20170731000040007	31-07-2017	0000000003	F0007	6	869
20180127000180015	27-01-2018	0000000009	M0015	3	963
20170824000000008	24-08-2017	0000000011	M0008	2	259
20180624000080009	24-06-2018	0000000014	M0009	2	144
20170828000040009	28-08-2017	0000000009	F0009	5	773
20180217000020015	17-02-2018	0000000016	M0015	2	320
20180606000030002	06-06-2018	0000000004	F0002	6	565
20180310000170014	10-03-2018	0000000009	M0014	3	864
20171009000060009	09-10-2017	0000000016	M0009	1	129
20180302000100009	02-03-2018	0000000006	M0009	3	849
20170929000060000	29-09-2017	0000000017	M0000	0	649
20180627000100003	27-06-2018	0000000006	M0003	0	264
20180614000130017	14-06-2018	0000000010	F0017	4	21
20170813000160019	13-08-2017	0000000019	F0019	4	1001
20171225000070006	25-12-2017	0000000011	M0006	3	13
20171206000040004	06-12-2017	0000000000	F0004	4	921
20171116000160006	16-11-2017	0000000005	M0006	2	274
20180116000090007	16-01-2018	0000000004	M0007	1	560
20180614000150015	14-06-2018	0000000011	M0015	3	958
20171128000110001	28-11-2017	0000000010	F0001	5	17
20180417000140005	17-04-2018	0000000008	M0005	1	715
20171119000140004	19-11-2017	0000000013	F0004	5	749
20180114000080008	14-01-2018	0000000016	M0008	2	36
20171022000000019	22-10-2017	0000000018	M0019	3	69
20170912000020015	12-09-2017	0000000016	F0015	4	141
20170707000190004	07-07-2017	0000000018	F0004	5	74
20170912000180014	12-09-2017	0000000001	M0014	2	831
20180608000130019	08-06-2018	0000000014	M0019	1	55
20170922000140006	22-09-2017	0000000019	M0006	3	39
20171223000140015	23-12-2017	0000000007	M0015	2	432
20180510000070014	10-05-2018	0000000008	F0014	4	833
20180324000130000	24-03-2018	0000000003	F0000	6	403
20170917000040014	17-09-2017	0000000000	F0014	6	461
20180520000120004	20-05-2018	0000000008	F0004	5	116
20171228000020006	28-12-2017	0000000014	F0006	6	620
20170709000000006	09-07-2017	0000000007	M0006	2	845
20180507000080017	07-05-2018	0000000015	F0017	6	625
20171106000070015	06-11-2017	0000000000	M0015	0	146
20180417000110015	17-04-2018	0000000009	F0015	5	653
20180427000030005	27-04-2018	0000000018	M0005	1	434
20170701000140013	01-07-2017	0000000013	F0013	4	660
20180520000030016	20-05-2018	0000000006	M0016	2	320
20180212000110006	12-02-2018	0000000002	M0006	0	492
20180405000100011	05-04-2018	0000000015	F0011	4	271
20180519000190013	19-05-2018	0000000013	M0013	3	643
20180421000070017	21-04-2018	0000000011	M0017	2	215
20180324000060019	24-03-2018	0000000017	M0019	0	474
20170921000190011	21-09-2017	0000000008	F0011	5	882
20170907000140009	07-09-2017	0000000009	F0009	6	425
20171106000140002	06-11-2017	0000000008	M0002	3	264
